"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'D:\Windows Kits\10\lib\10.0.17763.0\um\x86\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 156 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\csc\csc.exe /noconfig @""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Simple Calculator.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 156 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 156 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 176 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 178 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 187 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 195 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 112 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 129 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 129 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 136 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 136 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 137 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 138 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 139 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 141 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 149 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 149 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 149 MB."
"Message",Normal,"Running 'GetType' transform, heap at 149 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 149 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 150 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 150 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 152 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 152 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 157 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 157 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 157 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 157 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 161 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 162 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 167 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 167 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 167 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 173 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 173 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 173 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 173 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 174 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 174 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 174 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 206 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal,"  3698 |          0 | GenerateCodeAndCompile"
"Message",Normal,"  3544 |         61 | Analysis"
"Message",Normal,"  2443 |        -60 | WriteAssemblies"
"Message",Normal,"   478 |         55 | Mcg"
"Message",Normal,"   406 |         20 | ReducedCopyInitialize"
"Message",Normal,"   304 |         32 | Reducer"
"Message",Normal,"   183 |        -83 | ReducedCopyMethodBodies"
"Message",Normal,"   180 |         17 | ReducedCopyComplete"
"Message",Normal,"   117 |          6 | CreateMetadata"
"Message",Normal,"    72 |          9 | ReducedCopyPopulateTypes"
"Message",Normal,"    53 |          8 | ReducedCopyLateMetadata"
"Message",Normal,"    46 |          2 | McgTypeOf"
"Message",Normal,"    36 |          1 | McgRedirect"
"Message",Normal,"    33 |          5 | LazyGenerics"
"Message",Normal,"    32 |          5 | StaticInitData"
"Message",Normal,"    20 |          8 | ExceptionMiniaturizer"
"Message",Normal,"    17 |          1 | McgRedirect"
"Message",Normal,"    17 |          2 | TypeofTypeHandle"
"Message",Normal,"    16 |          4 | Delegate"
"Message",Normal,"    12 |          1 | McgAccessor"
"Message",Normal,"     9 |          7 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"     9 |          1 | DelegateCtorCall"
"Message",Normal,"     9 |          0 | DumpNativeResources"
"Message",Normal,"     8 |          2 | ReducedCopyEmptyTypes"
"Message",Normal,"     6 |          0 | SaveRVAStatics"
"Message",Normal,"     5 |          1 | McgFixups"
"Message",Normal,"     5 |          0 | ReducedCopyCleanup"
"Message",Normal,"     2 |          0 | ScrubOpenCalls"
"Message",Normal,"     2 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"     2 |          0 | GetType"
"Message",Normal,"     2 |          0 | StartupCodeInjector"
"Message",Normal,"     2 |          0 | Attribute"
"Message",Normal,"     1 |          1 | ConvertCatchIntoFilter"
"Message",Normal,"     1 |          0 | ReflectionInvoke"
"Message",Normal,"     0 |          0 | ResourceManagerCtor"
"Message",Normal,"     0 |          0 | ReflectionMappingInfoEmit"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | EventSource"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | ValueType"
"Message",Normal,"     0 |          0 | InjectAppContextSwitches"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\nutc_driver.exe @""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.7.27420.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 717 methods."
"Message",Low,"Scanning 746 methods."
"Message",Low,"Scanning 148 methods."
"Message",Low,"Scanning 40 methods."
"Message",Low,"Scanning 1140 methods."
"Message",Low,"Scanning 872 methods."
"Message",Low,"Scanning 407 methods."
"Message",Low,"Scanning 360 methods."
"Message",Low,"Scanning 113 methods."
"Message",Low,"Scanning 27 methods."
"Message",Low,"Scanning 25 methods."
"Message",Low,"Scanning 10 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 2 methods."
"Message",Low,"Scanning 3 methods."
"Message",Low,"Scanning 18 methods."
"Message",Low,"Scanning 42 methods."
"Message",Low,"Scanning 54 methods."
"Message",Low,"Scanning 103 methods."
"Message",Low,"Scanning 69 methods."
"Message",Low,"Scanning 44 methods."
"Message",Low,"Scanning 4 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 4950 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Successfully generated 'D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.mdilexe'"
"Message",Low,"Successfully generated 'D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.mdilpdb'"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\nutc_driver.exe @""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |     2329 |     2329 |     2329 |     2329 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2329 ms"
"Message",Normal,"System time per command: 2329 ms"
"Message",Normal,"Total duration:          2329 ms"
"Message",Normal,"Total lifetime:          2329 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'D:\Windows Kits\10\bin\10.0.17763.0\x64\rc.exe /c ""65001"" /r /fo ""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'D:\Windows Kits\10\bin\10.0.17763.0\x64\rc.exe /c ""65001"" /r /fo ""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |      109 |      921 |      921 |      812 |      921 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       921 ms"
"Message",Normal,"System time per command: 921 ms"
"Message",Normal,"Total duration:          812 ms"
"Message",Normal,"Total lifetime:          921 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            0.9"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\ILTransformed\Simple Calculator.res' at offset 0."
"Message",Normal," Added 'D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1448."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\rhbind.exe @""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\rhbindargs.Simple Calculator.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.mdilexe"
"Message",Low,"MDILPDB: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.mdilpdb"
"Message",Low,"IL: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\MDIL\Simple Calculator.ilexe"
"Message",Low,"NI: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Native\Simple Calculator.dll"
"Message",Low,"SHIM: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Native\Simple Calculator.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Native\Simple Calculator.pdb"
"Message",Low,"Produced D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\Native\Simple Calculator.dll in 0.294 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\rhbind.exe @""D:\Chibuike\Projects\Myself\Applications\Visual Studio\learning_wpf\Simple Calculator\Simple Calculator\obj\x86\Release\ilc\intermediate\rhbindargs.Simple Calculator.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |        0 |      313 |      313 |      313 |      313 | [0] rhbind Simple Calculator"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       313 ms"
"Message",Normal,"System time per command: 313 ms"
"Message",Normal,"Total duration:          313 ms"
"Message",Normal,"Total lifetime:          313 ms"
"Message",Normal,"Requested DOP:           8"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
